Plant Code,Plant Name,Utility Name,Age of Oldest Unit at Plant in Years,Prime Mover for Generator 1,Energy Source 1 for Generator 1,Nameplate capacity in MW,2018 Net Generation in MWh,2018 Electric Fuel Consumption in MMBtu,Implied 2018 Electrical Efficiency,Latitude,Longitude,State,Zip,County,NERC Region,Balancing Authority Code
61759,Covington Solar Farm,Oklahoma Gas & Electric Co,1,PV,SUN,10,21496,195872,37%,36.31792,-97.58589,OK,73730,Garfield,MRO,SWPP
61760,C4GT,"C4GT, LLC",#N/A,#N/A,#N/A,0,0,0,0%,37.447097,-77.167304,VA,23030,Charles City,SERC,PJM
61761,Douglas County Forest Products,Douglas County Forest Products,13,ST,WDS,6.3,27929,317645,30%,43.2898,-123.361638,OR,97471,Douglas,WECC,PACW
61762,Sherburne North Project CSG,"MN Solar Community, LLC",1,PV,SUN,5,2012,18332,37%,45.4978,-94.1143,MN,56304,Sherburne,MRO,MISO
61763,Sunshine Gateway Solar Energy Center,Florida Power & Light Co,#N/A,#N/A,#N/A,0,0,0,0%,30.29,-82.75,FL,32055,Columbia,FRCC,FPL
61764,Gore Mountain Solar II,"Gore Mountain Solar II, LLC",3,PV,SUN,2,2665,24282,37%,43.543378,-73.32307,NY,12887,Washington,NPCC,ISNE
61765,HGS Solar I,"HGS solar I, LLC",3,PV,SUN,2,3009,27420,37%,43.543716,-73.325257,NY,12887,Washington,NPCC,ISNE
61766,Miami Dade Solar Energy Center,Florida Power & Light Co,#N/A,#N/A,#N/A,0,0,0,0%,25.64,-80.49,FL,33196,Miami Dade,FRCC,FPL
61767,Pioneer Trail Solar Energy Center,Florida Power & Light Co,#N/A,#N/A,#N/A,0,0,0,0%,29.08,-81.1,FL,32168,Volusia,FRCC,FPL
61768,Interstate Solar Energy Center,Florida Power & Light Co,#N/A,#N/A,#N/A,0,0,0,0%,27.5,-80.44,FL,34945,St Lucie,FRCC,FPL
61769,Syncarpha Hancock I CSG,"Syncarpha Hancock I, LLC",2,PV,SUN,2,2597,23664,37%,42.433031,-73.336092,MA,1201,Berkshire,NPCC,ISNE
61770,Syncarpha Hancock II CSG,"Syncarpha Hancock II, LLC",2,PV,SUN,2,2595,23648,37%,42.426866,-73.346996,MA,1201,Berkshire,NPCC,ISNE
61771,Syncarpha Hancock III CSG,"Syncarpha Hancock III, LLC",2,PV,SUN,1,1397,12731,37%,42.428054,-73.332624,MA,1201,Berkshire,NPCC,ISNE
61773,"Palmas Wind, LLC",Acciona Wind Energy USA LLC,#N/A,#N/A,#N/A,0,0,0,0%,26.288889,-97.496389,TX,78583,Cameron,TRE,ERCO
61774,"Syncarpha Still River, LLC CSG","Syncarpha Still River, LLC",3,PV,SUN,2,3374,30744,37%,42.42075,-71.641533,MA,1740,Worcester,NPCC,ISNE
61775,Town of Otis Wind Energy Project,Town of Otis,1,WT,WND,1.5,0,0,0%,42.225765,-73.025764,MA,1253,Berkshire,NPCC,ISNE
61776,"Midway Wind, LLC","Midway Wind, LLC",#N/A,#N/A,#N/A,0,0,0,0%,27.954976,-97.300202,TX,78390,San Patricio,TRE,ERCO
61777,Brevard,"Brevard Energy, LLC        ",11,IC,LFG,9.6,46753,420926,38%,28.39265,-80.828666,FL,32926,Brevard,FRCC,SEC
61778,North 301 Solar,North 301 Solar        ,#N/A,#N/A,#N/A,0,0,0,0%,36.213,-77.624,NC,27823,Halifax,SERC,PJM
61779,Hernando,Hernando Energy        ,9,IC,LFG,1.6,10603,118981,30%,28.66898,-82.485733,FL,34614,Hernando,FRCC,SEC
61780,Seminole Energy,"Seminole Energy, LLC        ",12,IC,LFG,6.4,17274,210454,28%,28.790186,-81.089015,FL,32734,Seminole,FRCC,SEC
61781,Edenton Solar,Edenton Solar        ,#N/A,#N/A,#N/A,0,0,0,0%,36.054,-76.544,NC,27932,Chowan,SERC,PJM
61782,Live Oak Wind Project,Engie North America,#N/A,#N/A,#N/A,0,0,0,0%,31.048557,-100.623114,TX,76936,Schleicher,TRE,ERCO
61783,New Mexico Community Solar Facility,El Paso Electric Co,#N/A,#N/A,#N/A,0,0,0,0%,32.251203,-106.735629,NM,88011,Dona Ana,WECC,EPE
61784,Upstream Wind Energy LLC,Invenergy Services LLC,1,WT,WND,202.5,87706,799177,37%,42.184336,-97.964978,NE,68756,Antelope,MRO,SWPP
61785,Camilla Solar Energy Project,Invenergy Services LLC,#N/A,#N/A,#N/A,0,0,0,0%,31.26955,-84.228721,GA,31730,Mitchell,SERC,SOCO
61786,Trinity College Fuel Cell,AEP Onsite Partners,1,FC,NG,1.4,6403,19861,110%,41.746288,-72.689356,CT,6106,Hartford,NPCC,ISNE
61787,Bishop Hill III,Invenergy Services LLC,1,WT,WND,119,223713,2038473,37%,41.211057,-90.276024,IL,61238,Henry,SERC,MISO
61788,Hilltop Power,"Hilltop Power, LLC",11,WT,WND,2,3000,27335,37%,43.912882,-96.193221,MN,56128,Pipestone,NPCC,MISO
61789,"Diamond Vista Wind Project, LLC","Enel Green Power Diamond Vista Wind Project, LLC",#N/A,#N/A,#N/A,0,0,0,0%,38.56564,-97.040628,KS,67483,Marion,SPP,SWPP
61790,"Shaw Creek Solar, LLC",NextEra Energy Resources,#N/A,#N/A,#N/A,0,0,0,0%,33.674689,-81.754444,SC,29801,Aiken,SERC,SCEG
61791,Stage Gulch Solar,"Stage Gulch Solar, LLC",1,PV,SUN,1,1862,16966,37%,38.216841,-122.542866,CA,94954,Sonoma,WECC,CISO
61792,Lavio Solar,"Lavio Solar, LLC",1,PV,SUN,1,2009,18306,37%,38.194599,-122.663388,CA,94954,Sonoma,WECC,CISO
61793,Heyer CSG,Heyer CSG LLC,1,PV,SUN,1,681,6205,37%,44.227172,-93.421725,MN,55052,Rice,MRO,MISO
61794,Gateway Solar,"Constellation Solar MC, LLC",#N/A,#N/A,#N/A,0,0,0,0%,38.376941,-75.274195,MD,21811,Worcester,RFC,PJM
61795,Pacific Union College BESS,ENGIE Storage Services NA LLC,#N/A,#N/A,#N/A,0,0,0,0%,38.570028,-122.444028,CA,94508,Napa,WECC,CISO
61796,LeGore Bridge Solar Center,"LeGore Bridge Solar Center, LLC",#N/A,#N/A,#N/A,0,0,0,0%,39.572402,-77.307869,MD,21757,Frederick,RFC,PJM
61797,Mason Dixon Solar Center,"Mason Dixon Solar Center, LLC",#N/A,#N/A,#N/A,0,0,0,0%,39.716798,-77.749422,MD,21740,Washington,RFC,PJM
61798,Prairie Sky Solar Farm,Kansas Electric Power Coop Inc,2,PV,SUN,1,1859,16939,37%,37.751716,-97.074497,KS,67002,Butler,MRO,SWPP
61799,Rensselaer Solar Site 2,Indiana Municipal Power Agency,1,PV,SUN,4,161,1467,37%,40.949786,-87.14817,IN,47978,Jasper,RFC,MISO
61800,DG AMP Solar Smyrna,"DG AMP Solar, LLC",1,PV,SUN,1.2,1164,10606,37%,39.279702,-75.622424,DE,19977,Kent,RFC,PJM
61801,"Cascade Energy Storage, LLC","Enel Green Power NA, Inc.",#N/A,#N/A,#N/A,0,0,0,0%,37.920124,-121.239242,CA,95205,San Joaquin,WECC,CISO
61802,"Kingston Energy Storage, LLC","Enel Green Power NA, Inc.",#N/A,#N/A,#N/A,0,0,0,0%,36.92157,-119.987066,CA,93638,Madera,WECC,CISO
61803,"Sierra Energy Storage, LLC","Enel Green Power NA, Inc.",#N/A,#N/A,#N/A,0,0,0,0%,37.8744,-120.477381,CA,95327,Tuolumne,WECC,CISO
61804,City of Rochester Solar,AES Distributed Energy,2,PV,SUN,1.8,2797,25486,37%,43.176918,-77.678512,NY,14606,Monroe,NPCC,NYIS
61805,DG AMP Solar Piqua Staunton,"DG AMP Solar, LLC",1,PV,SUN,1.8,491,4473,37%,40.140866,-84.23148,OH,45356,Miami,RFC,PJM
61807,Hamilton Solar Power Plant,"Duke Energy Florida, LLC",1,PV,SUN,74.9,817,7445,37%,30.444324,-83.186935,FL,32052,Hamilton,FRCC,FPC
61809,"EGP Stillwater Solar PV II, LLC","EGP Stillwater Solar PV II, LLC",1,PV,SUN,20,39522,360124,37%,39.542041,-118.560147,NV,89406,Churchill,WECC,NEVP
61810,Chisum,Cypress Creek Renewables,1,PV,SUN,10,0,0,0%,33.63291,-95.39071,TX,75416,Lamar,TRE,ERCO
61811,Titan Solar,"Titan Solar, LLC",1,PV,SUN,50,2399,21860,37%,39.68646,-104.01398,CO,80105,Arapahoe,WECC,PSCO
61812,Summit Lake Wind Energy Project,"Summit Lake Wind, LLC",#N/A,#N/A,#N/A,0,0,0,0%,46.748678,-88.174453,MI,49962,Baraga,MRO,MISO
61813,"Ranchland Solar, LLC","Ranchland Solar, LLC",2,PV,SUN,60,87539,797660,37%,36.472591,-76.154089,NC,27958,Currituck,SERC,PJM
61814,Kearsarge Concord II,Kearsarge Concord II LLC,2,PV,SUN,4.5,0,0,0%,42.449306,-71.420429,MA,1742,Middlesex,NPCC,ISNE
61815,Kearsarge Granby,Kearsarge Granby LLC,2,PV,SUN,2.5,0,0,0%,42.222962,-72.508328,MA,1033,Hampshire,NPCC,ISNE
61816,IKEA Oak Creek Rooftop PV System,IKEA Property Inc,1,PV,SUN,1.2,1089,9922,37%,42.902949,-87.935448,WI,53154,Milwaukee,RFC,MISO
61817,Big Lake Project CSG,"DG Minnesota CSG, LLC",1,PV,SUN,5,5356,48804,37%,45.334,-93.792,MN,55309,Sherburne,MRO,MISO
61818,DG AMP Solar Brewster,"DG AMP Solar, LLC",1,PV,SUN,1.9,0,0,0%,40.702397,-81.58983,OH,44613,Stark,RFC,PJM
61819,IKEA Conshohocken Rooftop PV System,IKEA Property Inc,6,PV,SUN,1,875,7972,37%,40.095176,-75.306372,PA,19428,Montgomery,RFC,PJM
61820,IKEA New Haven Rooftop PV &  Fuel Cell,IKEA Property Inc,3,FC,NG,1.1,2867,19487,50%,41.295715,-72.91995,CT,6511,New Haven,NPCC,ISNE
61821,IKEA Jacksonville Rooftop PV System,IKEA Property Inc,2,PV,SUN,1.4,2543,23172,37%,30.23,-81.51,FL,32256,Duval,FRCC,JEA
61822,"Princeton Energy Center, LLC",Princeton Energy Center LLC,7,IC,DFO,10.8,21848,286986,26%,40.339838,-74.62393,NJ,8536,Middlesex,RFC,PJM
61823,Harvest Wind Energy Project,"Harvest Wind Energy, LLC",#N/A,#N/A,#N/A,0,0,0,0%,40.874903,-86.516069,IN,46970,Cass,MRO,MISO
61824,"Solar Star RPUWD, LLC","Good Fellow Solar 1 PH1, LLC",1,PV,SUN,3,5805,52896,37%,34.11193,-117.27326,CA,92408,San Bernardino,WECC,CISO
61825,Dignity - Siena Campus,Dignity - Siena Campus,1,PV,SUN,1.4,1770,16126,37%,36.004293,-115.115305,NV,89052,Clark,WECC,NEVP
61826,O'Fallon Renewable Energy Center,Ameren Missouri,5,PV,SUN,4.5,6148,56020,37%,38.826648,-90.678124,MO,63366,St Charles,SERC,MISO
61827,Dayton Cutoff Solar,"SP Solar 7, LLC",2,PV,SUN,2.2,2892,26352,37%,45.17,-123.135,OR,97128,Yamhill,WECC,PGE
61828,Valley Creek Solar,"SP Solar 8, LLC",2,PV,SUN,2.2,3743,34106,37%,45.033,-123.094,OR,97304,Polk,WECC,PGE
61829,Silverton Solar,"Silverton Solar, LLC",2,PV,SUN,2.2,3812,34735,37%,45.014,-122.807,OR,97381,Marion,WECC,PGE
61830,Sheep Solar,"Sheep Solar, LLC",2,PV,SUN,2.2,3929,35800,37%,44.826,-122.949,OR,97392,Marion,WECC,PGE
61831,Colton Solar,"SP Solar 6, LLC",2,PV,SUN,2.2,2026,18462,37%,45.17,-122.473,OR,97038,Clackamas,WECC,PGE
61832,Interstate Solar,"SP Solar 1, LLC",2,PV,SUN,2.2,3795,34579,37%,45.129,-122.899,OR,97026,Marion,WECC,PGE
61833,Freedom Solar,"Freedom Solar, LLC",2,PV,SUN,5,9200,83830,37%,34.287,-79.148,SC,97392,Dillon,SERC,DUK
61834,Soboba Community Solar Project,Soboba Band of Luiseno Indians,3,PV,SUN,1,1915,17448,37%,33.767061,-116.905874,CA,92583,Riverside,WECC,CISO
61835,Grand Ronde Solar,"NorWest Energy 14, LLC",2,PV,SUN,2.2,4262,38836,37%,45.054,-123.61,OR,97347,Polk,WECC,PGE
61836,"Minco Wind IV, LLC","Minco Wind IV, LLC",1,WT,WND,130,44468,405192,37%,35.381047,-98.269562,OK,73047,Canadian,MRO,SWPP
61837,"Minco Wind V, LLC","Minco Wind V, LLC",#N/A,#N/A,#N/A,0,0,0,0%,35.477561,-98.445412,OK,73047,Caddo,SPP,SWPP
61838,Cleveland Thermal,"Cleveland Thermal, LLC",2,ST,NG,1,2897,33971,29%,41.5094,-81.682272,OH,44114,Cuyahoga,RFC,PJM
61839,FECC Solar Benton,"Today's Power, Inc.",2,PV,SUN,1,0,0,0%,34.638429,-92.578347,AR,72019,Saline,SERC,MISO
61840,"Hope Farm Solar, LLC","Hope Farm Solar, LLC",#N/A,#N/A,#N/A,0,0,0,0%,41.7479,-71.5263,RI,2831,Providence,NPCC,ISNE
61841,"Scituate RI Solar, LLC",Enerparc Inc.,#N/A,#N/A,#N/A,0,0,0,0%,41.7496,-71.5535,RI,2831,Providence,NPCC,ISNE
61842,"Sun Farm VI, LLC",Greenbacker Renewable Energy Corporation,1,PV,SUN,5,511,4656,37%,36.114444,-76.507778,NC,27944,Perquimans,SERC,PJM
61843,SeaWorld Aquatica,Onyx Asset Services Group,1,PV,SUN,1,1355,12348,37%,32.586536,-117.004884,CA,91911,San Diego,WECC,CISO
61844,Brush Solar Center,Brush Solar Center,#N/A,#N/A,#N/A,0,0,0,0%,44.465334,-118.204075,OR,97884,Baker,WECC,IPCO
61845,Bolthouse Farms Fuel Cell,"Bakersfield Fuel Cell 1, LLC",#N/A,#N/A,#N/A,0,0,0,0%,35.355114,-118.928146,CA,93307,Kern,WECC,CISO
61846,Tulare WWTP BioMat Fuel Cell,"Central CA Fuel Cell 2, LLC",#N/A,#N/A,#N/A,0,0,0,0%,36.187138,-119.375097,CA,93274,Tulare,WECC,CISO
61847,Broadalbin,Onyx Asset Services Group,1,PV,SUN,2,2468,22488,37%,43.061306,-74.154885,NY,12025,Fulton,NPCC,ISNE
61848,"PYCO Industries, Inc. Wind Farm","PYCO Industries, Inc.",11,WT,WND,10,10038,91465,37%,33.553184,-101.792412,TX,79404,Lubbock,MRO,SWPP
61849,Danville,"WGL Energy Systems, Inc",1,PV,SUN,6,5661,51582,37%,36.660591,-79.29906,VA,24586,Pittsylvania,SERC,LGEE
61850,Amana Society Service Company,Amana Society Service Co,18,IC,DFO,21.6,0,0,0%,41.79323,-91.89179,IA,52307,Iowa,MRO,MISO
61851,Campbell Industrial Park BESS,Hawaiian Electric Co Inc,3,BA,MWH,1,-192,0,0%,21.3064,-158.105,HI,96707,Honolulu,,HECO
61852,Eagle Shadow Mountain Solar Farm,325MK 8me LLC,#N/A,#N/A,#N/A,0,0,0,0%,36.629761,-114.684033,NV,89025,Clark,WECC,NEVP
61853,Jordanelle Dam Hydroelectric Project,Central Utah Water Conservancy District,11,HY,WAT,13,47619,433904,37%,40.596605,-111.423589,UT,84032,Wasatch,WECC,PACE
61854,Baker City Solar,Baker City Solar,#N/A,#N/A,#N/A,0,0,0,0%,44.702418,-117.763482,OR,97814,Baker,WECC,IPCO
61855,Morgan Solar Center,Morgan Solar Center,#N/A,#N/A,#N/A,0,0,0,0%,43.951376,-117.07478,OR,97814,Malheur,WECC,IPCO
61856,Vale Solar Center,Vale Solar Center,#N/A,#N/A,#N/A,0,0,0,0%,44.157874,-117.44434,OR,97814,Malheur,WECC,IPCO
61857,Toray Plastic America's CHP Plant,Toray Plastics America,16,GT,NG,20,146201,1440097,35%,41.593802,-71.427609,RI,2852,Washington,NPCC,ISNE
61858,"Stillwater Wind, LLC",Pattern Operators LP,1,WT,WND,80,70093,638688,37%,45.86584,-109.476647,MT,59069,Stillwater,WECC,NWMT
61859,Crazy Mountain Wind LLC,Pattern Operators LP,#N/A,#N/A,#N/A,0,0,0,0%,45.772,-110.206,MT,59011,Sweet Grass,WECC,NWMT
61860,Ontario Solar Center,Ontario Solar Center,#N/A,#N/A,#N/A,0,0,0,0%,44.112841,-117.028093,OR,97914,Malheur,WECC,IPCO
61861,AES ES GILBERT,"AES ES GILBERT, LLC",#N/A,#N/A,#N/A,0,0,0,0%,33.446804,-111.956261,AZ,85226,Maricopa,WECC,SRP
61862,Dignity - San Martin,Dignity - San Martin,1,PV,SUN,1.7,2142,19518,37%,36.057181,-115.272131,NV,89113,Clark,WECC,NEVP
61863,Duanesburg,Onyx Asset Services Group,1,PV,SUN,2,2319,21133,37%,42.762173,-74.201552,NY,10253,Montgomery,NPCC,ISNE
61864,"Dix Solar, L.L.C","Dix Solar, L.L.C",2,PV,SUN,13,20053,182723,37%,39.977433,-74.621862,NJ,8015,Burlington,RFC,PJM
61865,"Rio Bravo Windpower, LLC","Rio Bravo Windpower, LLC",#N/A,#N/A,#N/A,0,0,0,0%,26.649,-99.0387,TX,78584,Starr,TRE,ERCO
61866,Wildhorse Mountain Wind Facility,Southern Power Co,#N/A,#N/A,#N/A,0,0,0,0%,34.591031,-95.191808,OK,74574,Pushmataha,MRO,SPA
61867,Bovine,Cypress Creek Renewables,1,PV,SUN,10,0,0,0%,29.631324,-96.076894,TX,76524,Austin,TRE,ERCO
61868,Bronson,Cypress Creek Renewables,1,PV,SUN,10,0,0,0%,29.537482,-95.969548,TX,77417,Fort Bend,TRE,ERCO
61869,Scenic Hill Solar III,Scenic Hill Solar III LLC,2,PV,SUN,5,0,0,0%,35.46715,-93.51517,AR,72830,Johnson,SPP,SPA
61870,"Montevideo Solar LLC, CSG",Montevideo Solar LLC,#N/A,#N/A,#N/A,0,0,0,0%,44.899475,-95.694192,MN,56265,Yellow Medicine,MRO,MISO
61871,Sterling Solar (TX),Cypress Creek Renewables,1,PV,SUN,10,977,8903,37%,33.166173,-96.172617,TX,75401,Hunt,TRE,ERCO
61872,Lampwick,Cypress Creek Renewables,#N/A,#N/A,#N/A,0,0,0,0%,30.872228,-99.537261,TX,76848,Menard,TRE,ERCO
61873,Yellow Jacket,Cypress Creek Renewables,1,PV,SUN,5,473,4310,37%,31.933841,-97.653747,TX,76665,Bosque,TRE,ERCO
61874,Eddy II,Cypress Creek Renewables,1,PV,SUN,10,0,0,0%,31.291151,-97.260738,TX,76524,McLennan,TRE,ERCO
61875,Cascade Solar (TX),Cypress Creek Renewables,#N/A,#N/A,#N/A,0,0,0,0%,29.205355,-96.023384,TX,77488,Wharton,TRE,ERCO
61876,"Persimmon Creek Wind Farm 1, LLC","Persimmon Creek Wind Farm 1, LLC",1,WT,WND,198.6,279097,2543131,37%,36.174278,-99.349164,OK,73859,Woodward,MRO,SWPP
61877,"Hanover Solar, LLC",Radian Generation,1,PV,SUN,4.9,6413,58435,37%,34.800947,-77.213772,NC,28555,Jones,SERC,DUK
61878,John A Logan College Solar,StraightUp Solar,#N/A,#N/A,#N/A,0,0,0,0%,37.750571,-89.085297,IL,62918,Williamson,SERC,MISO
61879,Bartow Solar Energy LLC,"ReNew Petra Integrators, LLC",1,PV,SUN,7.3,10278,93653,37%,27.925984,-81.819102,FL,33830,Polk,FRCC,FPC
61881,Morning View,Cypress Creek Renewables,1,PV,SUN,2,0,0,0%,35.546315,-79.742842,NC,27341,Randolph,SERC,DUK
61882,Copperfield,Cypress Creek Renewables,1,PV,SUN,2,0,0,0%,35.340067,-79.991158,NC,27306,Montgomery,SERC,DUK
61883,Hopewell Friends,Cypress Creek Renewables,1,PV,SUN,1.3,0,0,0%,35.62845,-79.8727,NC,27205,Randolph,SERC,DUK
61884,Kearney NPPD Solar Project,SoCore Energy LLC,2,PV,SUN,5.8,0,0,0%,40.721688,-99.041196,NE,68847,Buffalo,SPP,SWPP
61885,Staunton,Cypress Creek Renewables,1,PV,SUN,4,0,0,0%,39.45746,-87.20824,IN,47834,Clay,MRO,PJM
61886,Bar D,Cypress Creek Renewables,1,PV,SUN,4,0,0,0%,39.923679,-108.462709,CO,81641,Rio Blanco,WECC,WACM
61887,Fort Bliss (DEA EPIC),Ameresco Federal Solutions,1,PV,SUN,2,1556,14178,37%,31.829986,-106.372861,TX,79918,El Paso,TRE,ERCO
61888,Johnstown,Onyx Asset Services Group,1,PV,SUN,2,2492,22707,37%,42.999179,-74.314787,NY,10295,Fulton,NPCC,ISNE
61889,Sholes Wind Energy Center,"Sholes Wind Energy Center, LLC",#N/A,#N/A,#N/A,0,0,0,0%,42.3119,-97.3647,NE,68771,Wayne,MRO,SWPP
61890,NRG Chalk Point CT,NRG Chalk Point CT,29,GT,DFO,94,346,6624,18%,38.5444,-76.6861,MD,20608,Prince Georges,RFC,PJM
61891,"Stryker 22, L.L.C.","Stryker 22, L.L.C.",1,BA,MWH,19.8,0,0,0%,40.66538,-75.144467,NJ,8865,Warren,RFC,PJM
61892,Plumsted 537 LLC,Plumsted 537 LLC,#N/A,#N/A,#N/A,0,0,0,0%,40.1094,-74.497779,NJ,8514,Ocean,RFC,PJM
61893,BNB Camden Solar,BNB Camden Solar LLC,2,PV,SUN,3.7,0,0,0%,39.93903,-75.10802,NJ,8103,Camden,RFC,PJM
61894,National Raisin,National Raisin,4,PV,SUN,2.9,5220,47563,37%,36.624512,-119.673088,CA,93625,Fresno,WECC,CISO
61895,Toyota HQ Plan,"PGC Plano I, LLC",2,PV,SUN,7.7,10611,96686,37%,33.084219,-96.84113,TX,75024,Collin,TRE,ERCO
61898,Solean Solar Project,BQ Energy LLC,3,PV,SUN,4,0,0,0%,42.086926,-78.448212,NY,94047,Cattaraugus,NPCC,NYIS
61899,Lincoln Ave Solar Project,"Agilitas Energy, LLC",1,PV,SUN,2,0,0,0%,40.78144,-73.083437,NY,11741,Suffolk,NPCC,NYIS
61900,Blydenburgh Solar Project,"Agilitas Energy, LLC",1,PV,SUN,1.5,0,0,0%,40.815331,-73.182407,NY,11741,Suffolk,NPCC,NYIS
61901,Redstone Arsenal,"Redstone Solar I, LLC",2,BA,MWH,11,17621,161010,37%,34.610987,-86.611551,AL,35808,Madison,SERC,TVA
61902,Holtsville Solar Project,"Agilitas Energy, LLC",2,PV,SUN,1.2,1728,15746,37%,40.797667,-73.033977,NY,11742,Suffolk,NPCC,NYIS
61903,Sharon Springs,Onyx Asset Services Group,1,PV,SUN,2,2218,20211,37%,42.775105,-74.567145,NY,13459,Schoharie,NPCC,ISNE
61904,Amsterdam North,Onyx Asset Services Group,1,PV,SUN,2,2409,21950,37%,42.953622,-74.119802,NY,13452,Montgomery,NPCC,ISNE
61905,Amsterdam South,Onyx Asset Services Group,1,PV,SUN,2,2570,23419,37%,42.948957,-74.126159,NY,13452,Montgomery,NPCC,ISNE
61906,Phoebe Solar,"Phoebe Energy Project, LLC",#N/A,#N/A,#N/A,0,0,0,0%,31.843422,-102.868295,TX,79745,Winkler,TRE,ERCO
61907,Springfield Solar Project,NJR Clean Energy Ventures Corporation,1,PV,SUN,7.5,1556,14178,37%,40.032087,-74.647387,NJ,8562,Burlington,RFC,PJM
61908,"Stratford Solar Center, LLC","Stratford Solar Center, LLC",#N/A,#N/A,#N/A,0,0,0,0%,36.660483,-76.56093,VA,23434,Suffolk City,SERC,PJM
61909,Parkview Battery,Consumers Energy Co,1,BA,MWH,1.1,3,0,0%,42.26,-85.649722,MI,49009,Kalamazoo,RFC,MISO
61910,Yeoman Creek,BQ Energy LLC,#N/A,#N/A,#N/A,0,0,0,0%,42.391136,-87.849411,IL,60087,Lake,RFC,MISO
61911,Ivester Wind Farm,MidAmerican Energy Co,1,WT,WND,90.8,9579,87284,37%,42.33327,-92.946436,IA,50680,Grundy,MRO,MISO
61912,McGinness Hills 3,Ormat Nevada Inc,1,BT,GEO,74,33442,304724,37%,39.5963,-116.8942,NV,89310,Lander,WECC,NEVP
61913,Punkin Center Battery Storage,Arizona Public Service Co,1,BA,MWH,2,1032,0,0%,33.87581,-111.31356,AZ,85553,Gila,WECC,AZPS
61914,Susquehanna University Solar,"WGL Energy Systems, Inc",1,PV,SUN,3,812,7399,37%,40.795166,-76.882525,PA,17870,Snyder,RFC,PJM
61915,Bowie State Solar,"WGL Energy Systems, Inc",1,PV,SUN,1.3,1153,10506,37%,39.019083,-76.759479,MD,20715,Prince Georges,RFC,PJM
61916,Pegasus Wind,"Pegasus Wind, LLC",#N/A,#N/A,#N/A,0,0,0,0%,43.452003,-83.50721,MI,48757,Tuscola,RFC,MISO
61917,Kearsarge Oppenheim CSG,Kearsarge Oppenheim LLC,1,PV,SUN,1.4,0,0,0%,43.060223,-74.736424,NY,13452,Fulton,NPCC,NYIS
61918,"Blackville Solar Farm, LLC","Blackville Solar Farm, LLC",#N/A,#N/A,#N/A,0,0,0,0%,33.342619,-81.258933,SC,29817,Barnwell,SERC,SCEG
61919,"Frontenac Holdco LLC, CSG",Frontenac Holdco LLC,#N/A,#N/A,#N/A,0,0,0,0%,44.501673,-92.358711,MN,55026,Goodhue,MRO,MISO
61920,Galloway Solar Farm,225DD 8me LLC,#N/A,#N/A,#N/A,0,0,0,0%,31.264376,-99.533084,TX,76866,Concho,SPP,ERCO
61921,Tahoka Wind,"Tahoka Wind, LLC",1,WT,WND,300,45387,413566,37%,33.150904,-101.679188,TX,79373,Lynn,TRE,ERCO
61922,Sunlight Beacon,BQ Energy LLC,1,PV,SUN,2,1525,13896,37%,41.494632,-73.981635,NY,12508,Dutchess,NPCC,NYIS
61923,Viridity Energy Solutions ACUA,"Viridity Energy Solutions, Inc.",1,BA,MWH,1,0,0,0%,39.381969,-74.445146,NJ,8401,Atlantic,RFC,PJM
61924,"Cumblerland Land Holdings, LLC","Cumberland Land Holdings, LLC",1,PV,SUN,14.7,76,693,37%,34.94974,-86.868053,AL,35620,Limestone,SERC,TVA
61925,Casa Mesa Wind Energy Center,"Casa Mesa Wind, LLC",1,WT,WND,51.9,18793,171315,37%,34.604989,-103.966089,NM,88121,Quay,WECC,PNM
61926,"Armadillo Flats Wind Project, LLC","Armadillo Flats Wind Project, LLC",1,WT,WND,247.3,30957,282080,37%,36.300964,-97.567042,OK,73701,Garfield,MRO,SWPP
61927,Georgia-Pacific Taylorsville Plywood,Georgia-Pacific Wood Products LLC,1,GT,NG,7.2,44973,538413,29%,31.837173,-89.4635,MS,39168,Smith,SERC,SOCO
61928,Saint Albans Solar,Cypress Creek Renewables,1,PV,SUN,4.9,337,3071,37%,44.779729,-73.105823,VT,5478,Franklin,NPCC,ISNE
61930,Techren Solar II LLC,Techren Solar II LLC,#N/A,#N/A,#N/A,0,0,0,0%,35.867258,-114.956428,NV,89005,Clark,WECC,NEVP
61931,Techren Solar III LLC,Techren Solar III LLC,#N/A,#N/A,#N/A,0,0,0,0%,35.844106,-114.9713,NV,89005,Clark,WECC,NEVP
61932,Techren Solar IV LLC,Techren Solar IV LLC,#N/A,#N/A,#N/A,0,0,0,0%,35.892658,-114.936525,NV,89005,Clark,WECC,NEVP
61933,Adams Nielson Solar,"Adams Nielson Solar, LLC",1,PV,SUN,19.2,1207,10998,37%,46.95528,-118.621244,WA,99341,Adams,WECC,AVA
61934,WHA Southbridge Solar Park,Ecogy Delaware II LLC.,1,PV,SUN,1,810,7381,37%,39.723796,-75.54737,DE,19801,New Castle,RFC,PJM
61935,1634 Solar,"1634 Solar, LLC",#N/A,#N/A,#N/A,0,0,0,0%,34.3368,-80.081493,SC,29550,Darlington,SERC,CPLE
61936,Abbot Solar,"Abbot Solar, LLC",1,PV,SUN,2,148,1349,37%,33.678358,-80.240292,SC,29102,Clarendon,SERC,CPLE
61937,Ace Solar,Soltage LLC,#N/A,#N/A,#N/A,0,0,0,0%,34.722882,-82.525795,SC,29673,Anderson,SERC,DUK
