Plant Code,Plant Name,Utility Name,Age of Oldest Unit at Plant in Years,Prime Mover for Generator 1,Energy Source 1 for Generator 1,Nameplate capacity in MW,2018 Net Generation in MWh,2018 Electric Fuel Consumption in MMBtu,Implied 2018 Electrical Efficiency,Latitude,Longitude,State,Zip,County,NERC Region,Balancing Authority Code
50450,Indeck Oswego Energy Center,Indeck-Oswego Ltd Partnership,29,CT,NG,57.4,68385,641300,36%,43.471745,-76.493474,NY,13126,Oswego,NPCC,NYIS
50451,Indeck Yerkes Energy Center,Indeck-Yerkes Ltd Partnership,30,CT,NG,59.9,60483,616801,33%,42.9671,-78.9182,NY,14150,Erie,NPCC,NYIS
50456,Procter & Gamble Cincinnati Plant,Procter & Gamble Co,54,ST,NG,12.5,0,0,0%,39.175,-84.5042,OH,45217,Hamilton,RFC,PJM
50458,Indeck Corinth Energy Center,Indeck-Corinth Ltd Partnership,24,CT,NG,147,694238,5395048,44%,43.25,-73.8125,NY,12822,Saratoga,NPCC,NYIS
50461,Cheboygan,Great Lakes Tissue Co,35,HY,WAT,1.5,4440,40456,37%,45.637537,-84.481387,MI,49721,Cheboygan,RFC,MISO
50463,Procter & Gamble Mehoopany Mill,Procter & Gamble Ppr Prdts Co,34,GT,NG,120.2,873044,5367227,56%,41.574259,-76.043233,PA,18629,Wyoming,RFC,PJM
50464,Oxnard,Procter&Gamble Paper Products Co-Oxnard,37,GT,NG,68.7,557802,3932998,48%,34.196,-119.1667,CA,93030,Ventura,WECC,CISO
50465,Flint River Operations,International Paper - Flint River Mill,39,ST,BLQ,85.1,0,0,0%,32.2544,-84.0667,GA,31068,Macon,SERC,SOCO
50466,Buckeye Florida LP,Buckeye Florida Ltd Partners,66,ST,BLQ,69.4,307659,2209682,48%,30.0688,-83.5253,FL,32347,Taylor,FRCC,FPC
50468,Rocky Mount Mill,Capitol Broadcasting Company Inc,70,HY,WAT,1.6,0,0,0%,35.960058,-77.802435,NC,27804,Nash,SERC,CPLE
50471,Deer Park Plant,Oxy Vinyls LP,#N/A,#N/A,#N/A,0,0,0,0%,29.71,-95.112777,TX,77536,Harris,TRE,
50472,"Covanta Niagara I, LLC",Covanta Energy of Niagara LP,39,ST,MSW,50,161508,1096308,50%,43.0839,-79.0056,NY,14304,Niagara,NPCC,NYIS
50473,Suwannee River Chemical Complex,White Springs Agrici Chem Inc,#N/A,#N/A,#N/A,0,0,0,0%,30.4447,-82.7842,FL,32096,Hamilton,FRCC,FPC
50474,Swift Creek Chemical Complex,White Springs Agrici Chem Inc,39,ST,OTH,21,94138,411793,78%,30.4522,-82.8644,FL,32096,Hamilton,FRCC,FPC
50475,Corpus Christi,Equistar Chemicals LP,30,GT,NG,41,67403,1281561,18%,27.811083,-97.595813,TX,78410,Nueces,TRE,ERCO
50476,Packaging of America Tomahawk Mill,PCA-Tomahawk Mill,71,ST,NG,18.7,0,0,0%,45.4431,-89.7342,WI,54487,Lincoln,MRO,MISO
50479,Georgia-Pacific Big Island,GP Big Island LLC,99,HY,WAT,7.9,53863,248733,74%,37.534,-79.357,VA,24526,Bedford,RFC,PJM
50481,Tennessee Eastman Operations,Eastman Chemical Co-TN Ops,73,ST,BIT,194.3,1154732,6281771,63%,36.5219,-82.5431,TN,37662,Sullivan,RFC,PJM
50482,Clewiston Sugar House,United States Sugar Corp,15,ST,AB,49,255090,1774139,49%,26.7351,-80.9377,FL,33440,Hendry,FRCC,FPC
50483,Bryant Sugar House,United States Sugar Corp,#N/A,#N/A,#N/A,0,0,0,0%,26.814167,-80.662777,FL,33439,Palm Beach,FRCC,
50485,Altech III,Terra-Gen Operating Co-Wind,34,WT,WND,25.1,0,0,0%,33.915023,-116.555064,CA,92258,Riverside,WECC,CISO
50487,PPG Powerhouse A,Eagle 2 US LLC,76,ST,PUR,52.5,0,0,0%,30.225054,-93.28128,LA,70602,Calcasieu,SERC,MISO
50488,PPG Riverside,Eagle 2 US LLC,72,ST,PUR,162,303886,2769009,37%,30.221746,-93.280693,LA,70602,Calcasieu,SERC,MISO
50489,PPG Powerhouse C,Eagle 2 US LLC,42,GT,NG,357.7,1899836,8122516,80%,30.22612,-93.295173,LA,70602,Calcasieu,SERC,MISO
50490,PPG Plant C Caustic,Eagle 2 US LLC,33,ST,NG,3.4,14046,51484,93%,30.226444,-93.293765,LA,70602,Calcasieu,SERC,MISO
50491,Axiall Natrium Plant,Westlake Chemical Natrium Plant,76,ST,NG,115.5,377232,1614849,80%,39.7475,-80.8547,WV,26155,Marshall,RFC,PJM
50492,Gas Utilization Facility,City of San Diego,34,IC,OBG,6.1,16293,171628,32%,32.679172,-117.246698,CA,92106,San Diego,WECC,CISO
50493,Double C Generation Limited Partnership,WCAC Operating Company,30,GT,NG,49.8,26465,273942,33%,35.5005,-119.046,CA,93308,Kern,WECC,CISO
50494,Kern Front Limited,WCAC Operating Company,30,GT,NG,49.8,18945,197328,33%,35.51647,-119.040128,CA,93308,Kern,WECC,CISO
50495,High Sierra Limited,WCAC Operating Company,30,GT,NG,49.8,28059,270534,35%,35.509041,-119.030546,CA,93308,Kern,WECC,CISO
50497,Bayonne Plant Holding LLC,"Morris Energy Operations Company, LLC",#N/A,#N/A,#N/A,0,0,0,0%,40.655325,-74.112442,NJ,7002,Hudson,RFC,PJM
50498,Capitol District Energy Center,Capitol District Energy Center,31,CT,NG,70.5,53254,615347,30%,41.7639,-72.6925,CT,6106,Hartford,NPCC,ISNE
50509,PCS Phosphate,PCS Phosphate,35,ST,WH,54,233417,2126896,37%,35.376266,-76.779864,NC,27806,Beaufort,SERC,CPLE
50510,Mosaic Co Mulberry Facility,Mosaic Company,#N/A,#N/A,#N/A,0,0,0,0%,27.891667,-81.925,FL,33860,Polk,FRCC,TEC
50512,Glen Park Hydroelectric Project,"Black River Hydroelectric, LLC",20,HY,WAT,32.6,148036,1348904,37%,44.000608,-75.961156,NY,13601,Jefferson,NPCC,NYIS
50513,Stillwater Reservoir Hydro,Stillwater Associates,32,HY,WAT,1.8,6507,59293,37%,43.897386,-75.04,NY,13350,Herkimer,NPCC,NYIS
50514,Fort Miller Hydroelectric Facility,Fort Miller Associates,35,HY,WAT,5,22661,206485,37%,43.160868,-73.584076,NY,12871,Saratoga,NPCC,NYIS
50530,Equilon Los Angeles Refining,Tesoro Refining and Marketing Company,37,GT,OG,83,383820,2156201,61%,33.791667,-118.234722,CA,90748,Los Angeles,WECC,LDWP
50532,Victory Garden (Tehachapi),Wind Stream Operations LLC,19,WT,WND,18.8,22219,202458,37%,35.0686,-118.3833,CA,93561,Kern,WECC,CISO
50533,Painted Hills Wind Park,"HH Management, LLC",34,WT,WND,19,29908,272521,37%,33.9369,-116.6183,CA,92282,Riverside,WECC,CISO
50534,Santa Clara (85C),"Sustainable Power Group, LLC",#N/A,#N/A,#N/A,0,0,0,0%,37.7361,-121.6475,CA,94550,Alameda,WECC,CISO
50535,Mesa Wind Power Corp,Brookfield Energy Marketing LP,35,WT,WND,29.9,5055,46060,37%,33.9461,-116.6769,CA,92258,Riverside,WECC,CISO
50536,Sky River LLC,Sky River LLC,28,WT,WND,76.9,121860,1110390,37%,35.2608,-118.2469,CA,93561,Kern,WECC,CISO
50537,SRI International Cogen Project,IPT SRI Cogeneration Inc,32,GT,NG,6,28860,185197,53%,37.455314,-122.172797,CA,94025,San Mateo,WECC,CISO
50539,Boltonville Hydro Associates,Boltonville Hydro Associates,35,HY,WAT,1.1,3672,33458,37%,44.1706,-72.0994,VT,5081,Orange,NPCC,ISNE
50540,BP Carson Refinery,Tesoro Carson Refinery,35,OT,OG,13.5,0,0,0%,33.8153,-118.2358,CA,90810,Los Angeles,WECC,CISO
50541,Harbor Cogen,Harbor Cogeneration Co.,31,CT,NG,107.4,0,0,0%,33.7771,-118.2303,CA,90744,Los Angeles,WECC,CISO
50544,Port Townsend Paper,Port Townsend Paper Co,33,ST,BLQ,7.9,37017,173051,73%,48.0931,-122.7958,WA,98368,Jefferson,WECC,BPAT
50545,Lawrence Hydroelectric Associates,Lawrence Hydroelectric Assoc,38,HY,WAT,14.8,73715,671693,37%,42.6994,-71.1653,MA,1938,Essex,NPCC,ISNE
50546,Bowman,Nevada Irrigation District,33,HY,WAT,3.6,13920,126837,37%,39.448352,-120.653417,CA,95604,Nevada,WECC,CISO
50552,GPS Cabazon Wind LLC,GlidePath Power Operations LLC,20,WT,WND,38.9,63695,580387,37%,33.914986,-116.71026,CA,92230,Riverside,WECC,CISO
50553,Edom Hills Project 1 LLC,"Red Marlin Wind Ventures, LLC",11,WT,WND,20,37618,342777,37%,33.881667,-116.460278,CA,92235,Riverside,WECC,CISO
50555,Rosemary Power Station,Virginia Electric & Power Co,29,CT,NG,180,28278,284871,34%,36.4517,-77.6594,NC,27870,Halifax,SERC,PJM
50558,Oklahoma Cogeneration Project,Oklahoma Cogeneration LLC,30,CT,NG,122.4,111939,1005388,38%,35.439722,-97.625,OK,73179,Oklahoma,MRO,SWPP
50560,Pacific-Ultrapower Chinese Station,IHI Power Services Corp,33,ST,WDS,25,140508,2246134,21%,37.874056,-120.477556,CA,95327,Tuolumne,WECC,CISO
50561,Eagle Point Power Generation,Eagle Point Power Generation LLC,29,CT,NG,251.8,535470,4547750,40%,39.8746,-75.1592,NJ,8093,Gloucester,RFC,PJM
50563,Settlers Hill Gas Recovery,WM Illinois Renewable Energy LLC,31,GT,LFG,6,0,0,0%,41.871914,-88.287721,IL,60510,Kane,RFC,PJM
50564,New Milford Gas Recovery,WM Renewable Energy LLC,11,IC,LFG,2.4,7618,93829,28%,41.547671,-73.425237,CT,6776,Litchfield,NPCC,ISNE
50565,Monroe Livingston Gas Recovery,WM Renewable Energy LLC,31,IC,LFG,1.6,0,0,0%,42.9903,-77.8011,NY,14546,Monroe,NPCC,NYIS
50566,Milam Gas Recovery,WM Illinois Renewable Energy LLC,28,IC,NG,2.4,0,0,0%,38.6603,-90.1317,IL,62202,St Clair,SERC,MISO
50568,High Acres Gas Recovery,WM Renewable Energy LLC,28,IC,LFG,9.6,49312,542073,31%,43.081667,-77.381667,NY,14450,Monroe,NPCC,NYIS
50569,DFW Gas Recovery,WM Renewable Energy LLC,31,GT,LFG,12.4,87880,1229526,24%,33.019646,-96.961986,TX,75067,Denton,TRE,PNM
50570,Chestnut Ridge Gas Recovery,WM Renewable Energy LLC,27,IC,LFG,4.8,29794,365354,28%,36.1172,-84.0317,TN,37754,Anderson,SERC,TVA
50571,Altamont Gas Recovery,WM Renewable Energy LLC,50,GT,LFG,8.6,0,0,0%,37.749308,-121.649866,CA,94550,Alameda,WECC,CISO
50572,CSL Gas Recovery,WM Renewable Energy LLC,30,CT,LFG,11.2,44153,903411,17%,26.287966,-80.166526,FL,33073,Broward,FRCC,FPL
50573,CID Gas Recovery,WM Illinois Renewable Energy LLC,30,GT,LFG,3,0,0,0%,41.658794,-87.577716,IL,60409,Cook,RFC,PJM
50575,Lake Gas Recovery,WM Illinois Renewable Energy LLC,26,GT,LFG,6,0,0,0%,42.10625,-87.813738,IL,60062,Cook,RFC,PJM
50576,Metro Gas Recovery,WM Renewable Energy LLC,34,GT,LFG,9.2,41652,643874,22%,42.850556,-88.069722,WI,53132,Milwaukee,RFC,MISO
50577,Omega Hills Gas Recovery,WM Renewable Energy LLC,34,GT,LFG,12.8,91714,1584218,20%,43.1922,-88.1597,WI,53051,Washington,RFC,MISO
50578,Stowe Power Production Plant,WM Renewable Energy LLC,#N/A,#N/A,#N/A,0,0,0,0%,40.27244,-75.670351,PA,19464,Montgomery,RFC,PJM
50610,Saint Johns Health Center,Saint John's Health Center,27,GT,NG,1.2,0,0,0%,34.030318,-118.47844,CA,90404,Los Angeles,WECC,CISO
50611,Westwood Generation LLC,"Rausch Creek Generation, LLC",32,ST,WC,36,190296,3090412,21%,40.6191,-76.45,PA,17981,Schuylkill,RFC,PJM
50612,McKittrick Limited,WCAC Operating Company,28,GT,NG,46,21742,168212,44%,35.319503,-119.661992,CA,93251,Kern,WECC,CISO
50614,Mosinee Mill,"Ahlstrom-Munksjo NA Specialty Solutions, LLC",43,ST,BLQ,23.4,136504,792457,59%,44.7881,-89.6917,WI,54455,Marathon,MRO,MISO
50615,TXU Sweetwater Generating Plant,Luminant Generation Company LLC,#N/A,#N/A,#N/A,0,0,0,0%,32.492831,-100.364973,TX,79556,Nolan,TRE,ERCO
50620,Flambeau River Papers,Flambeau River Papers,37,ST,WDS,5.7,21811,131000,57%,45.9356,-90.4472,WI,54552,Price,MRO,MISO
50621,Central Power Plant,State of Rhode Island,61,ST,DFO,10,27075,134358,69%,41.744973,-71.458415,RI,2920,Providence,NPCC,ISNE
50622,Berry Cogen Tanne Hills 18,Berry Petroleum Co,33,GT,NG,17.6,89956,737421,42%,35.089829,-119.440881,CA,93252,Kern,WECC,CISO
50623,Gaviota Oil Plant,Freeport McMoRan Oil & Gas,32,GT,NG,14,0,0,0%,34.475067,-120.205107,CA,93117,Santa Barbara,WECC,CISO
50624,"Torrance Refining Company, LLC","Torrance Refining Company, LLC",36,ST,WH,49.3,222961,1421774,54%,33.85336,-118.33,CA,90509,Los Angeles,WECC,CISO
50625,ExxonMobil Beaumont Refinery,ExxonMobil Oil Corp,41,OT,OG,677.8,4210850,29618660,49%,30.0636,-94.0753,TX,77701,Jefferson,SERC,MISO
50626,Chalmette Refining LLC,Chalmette Refining LLC,29,OT,OTH,5.7,13030,4880579,1%,29.9383,-89.97,LA,70043,St Bernard,SERC,MISO
50627,ExxonMobil Oil Joliet Refinery,ExxonMobil Oil Corp,32,GT,OG,39.7,171694,1479726,40%,41.4167,-88.1833,IL,60410,Will,RFC,PJM
50628,Paulsboro Refinery,Paulsboro Refining Company - LLC,28,GT,NG,78.5,496248,2443321,69%,39.84,-75.2583,NJ,8066,Gloucester,RFC,PJM
50629,Covanta Lake County Energy,Covanta Lake Inc,29,ST,MSW,15.5,86633,1706921,17%,28.740206,-81.889188,FL,34762,Lake,FRCC,FPC
50630,Covanta Marion Inc,Covanta Marion Inc,33,ST,MSW,13.1,70695,1587790,15%,45.048467,-122.962761,OR,97305,MARION,WECC,PGE
50632,Covanta Stanislaus Energy,Covanta Stanislaus Inc,31,ST,MSW,24,150018,2889511,18%,37.3853,-121.141,CA,95313,Stanislaus,WECC,CISO
50633,Mosaic Co Bartow Facility,Mosaic Company,34,ST,WH,81.9,351762,3205255,37%,27.908,-81.9185,FL,33830,Polk,FRCC,TEC
50636,Brainerd Public Utilities,Brainerd Public Utilities,102,HY,WAT,2.9,19081,173867,37%,46.3758,-94.1817,MN,56401,Crow Wing,MRO,MISO
50637,Clearwater Paper IPP Lewiston,Clearwater Paper Corporation,69,ST,NG,113.8,368462,1695470,74%,46.423056,-116.976389,ID,83501,Nez Perce,WECC,AVA
50638,Clearwater Paper APP CB,Clearwater Paper Corporation,42,ST,BLQ,28,0,0,0%,33.7061,-91.2371,AR,71630,Desha,SERC,MISO
50639,Sappi Cloquet Mill,Sappi Cloquet LLC,43,ST,WDS,94.5,471617,2335581,69%,46.7243,-92.4298,MN,55720,Carlton,MRO,MISO
50647,Covanta Indianapolis Energy,Covanta Indianapolis Inc,31,ST,MSW,6.5,45083,324526,47%,39.734456,-86.189075,IN,46221,Marion,RFC,MISO
50648,Covanta Bristol Energy,Covanta Bristol Inc,32,ST,MSW,16.3,89723,1786616,17%,41.6492,-72.9153,CT,6010,Hartford,NPCC,ISNE
50649,Covanta Babylon Inc,Covanta Babylon Inc,30,ST,MSW,17,112112,2335889,16%,40.7348,-73.3868,NY,11704,Suffolk,NPCC,NYIS
50650,ReEnergy Stratton LLC,ReEnergy Stratton LLC,30,ST,WDS,45.7,0,0,0%,45.140614,-70.425577,ME,4982,Franklin,NPCC,ISNE
50652,Lyonsdale Associates,Burrows Paper Corp,35,HY,WAT,3,8608,78436,37%,43.618874,-75.30546,NY,13368,Lewis,NPCC,NYIS
50654,Steamboat Hills LP,Ormat Nevada Inc,31,ST,GEO,21.8,96080,875480,37%,39.37,-119.766944,NV,89521,Washoe,WECC,NEVP
50656,Huntington Resource Recovery Facility,Huntington Resource Recovery,28,ST,MSW,28,189102,3428770,19%,40.8814,-73.2906,NY,11731,Suffolk,NPCC,NYIS
50657,Montgomery County Resource Recovery,"Covanta Montgomery, Inc.",24,ST,MSW,67.8,333268,6072187,19%,39.2006,-77.4556,MD,20842,Montgomery,RFC,PJM
50658,Covanta Fairfax Energy,Covanta Fairfax Inc,29,ST,MSW,124,663657,11703496,19%,38.695,-77.2411,VA,22079,Fairfax,SERC,PJM
50660,Covanta Tulsa Renewable Energy LLC,Covanta Tulsa Renewable Energy LLC,30,ST,MSW,16.8,7256,143032,17%,36.1319,-96.0181,OK,74107,Tulsa,SERC,SWPP
50661,Covanta Haverhill,Ogden Projects Inc-Haverhill,30,ST,MSW,46,335821,5363185,21%,42.765,-71.1242,MA,1835,Essex,NPCC,ISNE
50662,Onondaga County Resource Recovery,Covanta Onondega LP,25,ST,MSW,39.5,216103,3899954,19%,43.0047,-76.1149,NY,13078,Onondaga,NPCC,NYIS
50663,Covanta Alexandria/Arlington Energy,Covanta Alexandria/Arlington,32,ST,MSW,29,132255,3353592,13%,38.8014,-77.1288,VA,22304,Alexandria City,SERC,PJM
50666,Pasco Cnty Solid Waste Resource Recovery,Pasco County,28,ST,MSW,31.2,188631,3508312,18%,28.3681,-82.5583,FL,34610,Pasco,FRCC,FPC
50674,Municipal Cogen Plant,Palm Springs City of,4,IC,NG,1.2,4410,48778,31%,33.8247,-116.5106,CA,92263,Riverside,WECC,CISO
50688,Gardiner,KEI (Maine) Power Management (III) LLC,34,HY,WAT,1,3719,33887,37%,44.221796,-69.785675,ME,4345,Kennebec,NPCC,ISNE
50690,San Gorgonio Westwinds II LLC,Terra-Gen Operating Co-Wind,20,WT,WND,43.4,120084,1094206,37%,33.934,-116.5781,CA,92258,Riverside,WECC,CISO
50696,Plant No 1 Orange County,Orange County Sanitation Dist,26,IC,OBG,7.5,0,0,0%,33.6942,-117.9381,CA,92708,Orange,WECC,CISO
50699,Pumpkin Hill,KEI (Maine) Power Management (II) LLC,32,HY,WAT,1,4400,40094,37%,45.1868,-68.4649,ME,4967,Penobscot,NPCC,ISNE
50700,Lilliwaup Falls Generating,William G. Reed Jr,33,HY,WAT,1.4,5140,46836,37%,47.4706,-123.1153,WA,98555,Mason,WECC,BPAT
50702,Salmon Falls,Green Mountain Power Corp,33,HY,WAT,1.2,0,0,0%,43.226977,-70.810888,ME,3908,York,NPCC,ISNE
50704,Somersworth Lower Great Dam,Green Mountain Power Corp,34,HY,WAT,1.3,0,0,0%,43.251111,-70.840833,NH,3878,Strafford,NPCC,ISNE
50707,JM Shafer Generating Station,"Tri-State G & T Assn, Inc",25,CT,NG,396.9,784004,7288116,37%,40.0986,-104.7736,CO,80621,Weld,WECC,PSCO
50709,Thermo Greeley,Thermo Greeley LLC,23,GT,NG,37,0,0,0%,40.4406,-104.6863,CO,80631,Weld,WECC,PSCO
50711,University of Alaska Fairbanks,University of Alaska,55,ST,SUB,22.6,41638,250690,57%,64.854171,-147.822075,AK,99775,Fairbanks North Star,ASCC,
50713,Huntington Falls,Green Mountain Power Corp,31,HY,WAT,5.7,21711,197832,37%,44.0703,-73.1961,VT,5753,Addison,NPCC,ISNE
50718,Notch Butte Hydro,Notch Butte Hydro Co Inc,33,HY,WAT,1,3817,34781,37%,42.954384,-114.462563,ID,83352,Lincoln,WECC,IPCO
50721,Tazewell Gas Recovery,WM Illinois Renewable Energy LLC,30,IC,LFG,2.4,17077,211453,28%,40.6817,-89.5167,IL,61611,Tazewell,SERC,MISO
50722,BP Naperville Cogeneration Facility,BP America Inc,29,GT,NG,9.5,57365,332214,59%,41.8108,-88.1486,IL,60563,DuPage,RFC,PJM
50728,ExxonMobil Garden City Gas Plant,Exxon Mobil Production Co,#N/A,#N/A,#N/A,0,0,0,0%,29.7,-91.55,LA,70522,St Mary,SERC,
50729,Clairton Works,United States Steel- Clairton,64,ST,OG,31,0,0,0%,40.3097,-79.8819,PA,15025,Allegheny,RFC,PJM
50732,Mon Valley Works,United States Steel-Mon Valley,76,ST,BFG,52.5,0,0,0%,40.3925,-79.8564,PA,15034,Allegheny,RFC,PJM
50733,Gary Works,United States Steel-Gary,22,ST,BFG,161,1166455,6755587,59%,41.622426,-87.328936,IN,46402,Lake,RFC,MISO
50736,Exeter Energy LP,ReEnergy Sterling CT LP,28,ST,TDF,31.3,0,0,0%,41.712448,-71.822251,CT,6377,Windham,NPCC,ISNE
50739,Pinetree Power Tamworth,Pinetree Power- Tamworth LLC.,32,ST,WDS,25,92855,1546002,20%,43.835833,-71.1967,NH,3886,Carroll,NPCC,ISNE
50741,Pontook Hydro Facility,Pontook Operating LP,33,HY,WAT,10.5,52477,478171,37%,44.632842,-71.24742,NH,3588,Coos,NPCC,ISNE
50743,Starrett City Cogen Facility,Starrett City Inc,45,ST,NG,18,58864,405920,49%,40.6492,-73.8792,NY,11239,Kings,NPCC,NYIS
50744,Sterling Power Plant,Sterling Power Partners LP,28,CT,NG,65.3,25240,249438,35%,43.080338,-75.600963,NY,13461,Oneida,NPCC,NYIS
50748,Agnews Power Plant,OLS Energy-Agnews Inc.,29,CT,NG,32,15801,151467,36%,37.4058,-121.9272,CA,95134,Santa Clara,WECC,CISO
50750,Coalinga Cogeneration Facility,Aera Energy LLC-Coalinga,31,GT,NG,6.8,48672,241127,69%,36.170317,-120.364084,CA,93210,Fresno,WECC,CISO
50751,Southeast Kern River Cogen,Chevron USA Inc,30,GT,NG,30.8,121221,630778,66%,35.4206,-118.9644,CA,93308,Kern,WECC,CISO
50752,South Belridge Cogeneration Facility,AERA Energy LLC,34,GT,NG,94.2,439356,2605999,58%,35.438611,-119.7075,CA,93251,Kern,WECC,CISO
50754,Oak Creek Energy Systems I,Oak Creek Energy System Inc II,37,WT,WND,34.5,64995,592234,37%,35.043889,-118.276388,CA,93501,Kern,WECC,CISO
50755,New Hogan Power Plant,Modesto Irrigation District,30,HY,WAT,3,6849,62408,37%,38.149582,-120.814942,CA,95252,Calaveras,WECC,CISO
50758,Pejepscot Hydroelectric Project,Topsham Hydro Partners,32,HY,WAT,13.5,42229,384792,37%,43.957448,-70.024158,ME,4086,Sagadahoc,NPCC,ISNE
50759,West End Dam Hydroelectric Project,Northbrook Carthage LLC,34,HY,WAT,4.4,21435,195313,37%,43.98289,-75.620583,NY,13619,Jefferson,NPCC,NYIS
50760,Empire,USG Nevada LLC,#N/A,#N/A,#N/A,0,0,0,0%,40.3714,-119.4092,NV,89412,Washoe,WECC,NEVP
50762,Ormesa IH,Ormat Nevada Inc,#N/A,#N/A,#N/A,0,0,0,0%,32.7842,-115.2475,CA,92250,Imperial,WECC,IID
50763,Steamboat 1,Ormat Nevada Inc,#N/A,#N/A,#N/A,0,0,0,0%,39.3939,-119.7537,NV,89521,Washoe,WECC,NEVP
50764,Ormesa IE,Ormat Nevada Inc,#N/A,#N/A,#N/A,0,0,0,0%,32.8041,-115.2475,CA,92250,Imperial,WECC,IID
50765,Stillwater Facility,Enel Stillwater LLC,7,PV,SUN,69.2,159343,1451933,37%,39.547537,-118.555613,NV,89406,Churchill,WECC,NEVP
50766,Ormesa I,Ormat Nevada Inc,16,ST,GEO,26.4,83024,756516,37%,32.8156,-115.2568,CA,92250,Imperial,WECC,IID
50768,Forestport,Ampersand Mount Ida Hydro LLC,32,HY,WAT,3.4,7231,65890,37%,43.442468,-75.215946,NY,13421,Oneida,NPCC,NYIS
50770,Viking Energy of McBain,Viking Energy Corp,31,ST,WDS,18,0,0,0%,44.204,-85.2206,MI,49657,Missaukee,RFC,MISO
50772,Viking Energy of Lincoln,Viking Energy Corp,30,ST,WDS,18,143682,1709955,29%,44.68,-83.4167,MI,48742,Alcona,RFC,MISO
50774,Telogia Power,Telogia Power LLC,33,ST,WDS,14,88523,1802388,17%,30.3349,-84.8182,FL,32334,Liberty,FRCC,FPC
50776,Panther Creek Energy Facility,"Panther Creek Power Operating, LLC",27,ST,WC,94,0,0,0%,40.8556,-75.8781,PA,18240,Carbon,RFC,PJM
50782,Taylor Energy Partners LP,Zapco Energy Tactics Corp,#N/A,#N/A,#N/A,0,0,0,0%,41.387778,-75.717222,PA,18517,Lackawanna,RFC,PJM
50788,Lafayette Energy Partners LP,Zapco Energy Tactics Corp,#N/A,#N/A,#N/A,0,0,0,0%,41.175,-74.7631,NJ,7826,Sussex,RFC,PJM
50799,Parlin Power Plant,"Consolidated Edison Energy, Inc.",28,CT,NG,135,0,0,0%,40.460717,-74.327161,NJ,8859,Middlesex,RFC,PJM
50803,Seminole Mill,RockTenn-Seminole,62,ST,NG,30,0,0,0%,30.4178,-81.5978,FL,32218,Duval,FRCC,JEA
50804,Port Wentworth Mill,International Paper Port Wentworth Mill,28,ST,BLQ,72.3,450299,8420727,18%,32.1561,-81.1586,GA,31407,Chatham,SERC,SOCO
50806,Florence Mill,WestRock-Florence,56,ST,BLQ,103.8,440132,2142211,70%,34.1497,-79.5606,SC,29506,Florence,SERC,CPLE
50807,WestRock Panama City Mill,WestRock Corp-Panama City,89,ST,BLQ,34,0,0,0%,30.141984,-85.621103,FL,32401,Bay,FRCC,SOCO
50810,Westrock Hodge (LA),Westrock (LA),62,ST,BLQ,66.4,0,0,0%,32.2752,-92.7277,LA,71247,Jackson,SERC,MISO
50813,Hopewell Mill,RockTenn-Hopewell,39,ST,BLQ,47.6,287497,3604233,27%,37.2914,-77.2816,VA,23860,Hopewell City,SERC,PJM
50815,Optim Energy Altura Cogen LLC,Optim Energy LLC,34,CT,NG,643.6,2990075,15755945,65%,29.8161,-95.10773,TX,77530,Harris,TRE,ERCO
50818,Dyer Road,"Sustainable Power Group, LLC",#N/A,#N/A,#N/A,0,0,0,0%,37.7392,-121.4322,CA,95391,San Joaquin,WECC,CISO
50819,ESI Project,"Sustainable Power Group, LLC",#N/A,#N/A,#N/A,0,0,0,0%,37.739167,-121.432222,CA,95376,Alameda,WECC,CISO
50820,East Winds Project,Terra-Gen Operating Co-Wind,34,WT,WND,3,7425,67657,37%,33.890913,-116.541515,CA,92262,Riverside,WECC,CISO
50821,Mojave 16,Terra-Gen Operating Co-Wind,30,WT,WND,48,62516,569644,37%,35.045,-118.2642,CA,93501,Kern,WECC,CISO
50823,Mojave 18,Terra-Gen Operating Co-Wind,30,WT,WND,40.5,58346,531650,37%,35.046,-118.2757,CA,93501,Kern,WECC,CISO
50826,Tres Vaqueros Wind Farms LLC,Pattern Operators LP,#N/A,#N/A,#N/A,0,0,0,0%,37.771944,-121.74,CA,94550,Contra Costa,WECC,CISO
50827,Twin Falls Hydro,Twin Falls Hydro Associates LP,30,HY,WAT,24,78310,713560,37%,47.444554,-121.687812,WA,98033,King,WECC,PSEI
50831,Nove Power Plant,Nove Investments I LLC,34,IC,LFG,3,0,0,0%,37.9676,-122.382,CA,94801,Contra Costa,WECC,CISO
50832,Chicopee Hydroelectric Station,City of Chicopee - (MA),34,HY,WAT,2.4,4869,44367,37%,42.159595,-72.58279,MA,1020,Hampden,NPCC,ISNE
50835,TES Filer City Station,TES Filer City Station LP,29,ST,BIT,70,505400,5527505,31%,44.217299,-86.28905,MI,49634,Manistee,RFC,MISO
50837,Southeast Resource Recovery,SERRF Joint Powers Authority,31,ST,MSW,35.6,170039,3342429,17%,33.759236,-118.239922,CA,90802,Los Angeles,WECC,CISO
50846,Gramercy Holdings LLC,Gramercy Holdings LLC,50,GT,NG,85.3,254603,2227450,39%,30.054,-90.6693,LA,70052,St James,SERC,MISO
50849,PE Berkeley,Berkeley Cogeneration Facility,32,CT,NG,28.5,152957,863529,60%,37.870331,-122.26337,CA,94720,Alameda,WECC,CISO
